"id","tree","Sp","x","y","h.dist","dbh","h","dead","v.user","w.user"
10,31,21,12.7615999999689,-14.2410000003874,19.12235643,30.5,17.5,NA,NA,0.250702375
10,32,21,0.918599999975413,19.561999999918,19.58355611,28.7,13.6,NA,NA,0.1725136336
10,33,21,-16.9643999999389,-10.2630000002682,19.82725489,36,16.2,NA,NA,0.32332608
11,1,21,1.46080000000075,-2.62599999923259,3.004964665,32.2,14.4,NA,NA,0.2299296384
11,2,21,-4.31220000004396,0.0280000008642673,4.312290904,34.5,15.6,NA,NA,0.28594566
11,3,21,-3.251200000057,4.24400000087917,5.346198411,33.8,12.7,NA,NA,0.2234384152
11,4,21,4.90480000001844,-3.60099999979138,6.084756695,29.9,16.8,NA,NA,0.2312982672
11,5,21,7.95180000003893,-0.751999999396503,7.987279089,37.5,15.9,NA,NA,0.344334375
11,6,21,5.17379999998957,-7.77899999916553,9.342432629,31.5,15.6,NA,NA,0.23837814
11,7,21,5.57579999999143,7.92600000090897,9.690769921,37,15.8,NA,NA,0.33310508
11,8,21,-7.27619999996386,-6.43199999909848,9.711524619,25.6,14.6,NA,NA,0.1473511424
11,9,21,-6.21420000004582,-7.92299999948591,10.06927061,30.5,17.5,NA,NA,0.250702375
11,10,21,8.25679999997374,6.18300000019372,10.31524286,33.5,15.3,NA,NA,0.264424545
11,11,21,-6.71420000004582,8.03800000064075,10.47329584,34.8,15.6,NA,NA,0.2909402496
11,12,21,2.76280000002589,-10.3539999993518,10.71626707,24.5,14.4,NA,NA,0.13311144
11,13,21,-10.4871999999741,-4.65599999949336,11.47430607,30,17.7,NA,NA,0.245322
11,14,21,4.7147999999579,-10.5479999994859,11.55377181,31.8,14,NA,NA,0.218023344
11,15,21,-5.41720000002533,10.410000000149,11.73516748,37.8,15.1,NA,NA,0.3322624536
11,16,21,-0.131200000061654,-12.2689999993891,12.26970148,31,17.4,NA,NA,0.25750956
11,17,21,-11.7802000000374,6.20800000056624,13.31586933,42,14.4,NA,NA,0.39118464
11,18,21,-11.4152000000468,-7.05299999937415,13.41833075,28.5,16.1,NA,NA,0.201389265
11,19,21,-2.25820000004023,13.6030000001192,13.78916518,42.5,16.3,NA,NA,0.453404875
